Booking Time,Competitors Rates ($),Room Price ($),Local Events/Attractions,Length of Stay (nights),Room Availability,Room Type
27-04-2024 13:00,"130, 135, 125, 145",142,Food festival,3,5,Pro
28-04-2024 10:00,"125, 130, 120, 140",133,Concert,3,10,Pro
19-04-2024 11:00,"130, 135, 125, 145",152,0,2,2,Pro
26-04-2024 10:00,"130, 135, 125, 145",102,0,4,2,Pro
12-04-2024 12:00,"115, 120, 110, 130",80,0,1,14,Standard
17-04-2024 08:00,"115, 120, 110, 130",97,0,1,16,Standard
14-04-2024 12:00,"125, 130, 120, 140",156,0,4,2,Pro
09-04-2024 09:00,"110, 115, 105, 120",107,0,3,14,Standard
07-04-2024 11:00,"115, 120, 110, 130",92,0,1,14,Standard
25-04-2024 11:00,"120, 125, 115, 135",109,Concert,4,13,Pro
29-04-2024 12:00,"125, 130, 120, 140",152,Marathon,4,3,Pro
05-04-2024 10:00,"115, 120, 110, 130",90,0,3,13,Standard
17-04-2024 10:00,"115, 120, 110, 130",107,0,2,15,Standard
11-04-2024 10:00,"120, 125, 115, 130",142,Conference,2,2,Pro
14-04-2024 08:00,"125, 130, 120, 140",139,Marathon,3,3,Pro
20-04-2024 10:00,"120, 125, 115, 130",120,0,3,13,Standard
26-04-2024 08:00,"125, 130, 120, 140",148,0,4,14,Standard
29-04-2024 10:00,"115, 120, 110, 130",104,0,3,17,Standard
04-04-2024 11:00,"125, 130, 120, 140",160,Conference,1,2,Pro
18-04-2024 08:00,"115, 120, 110, 130",93,0,3,15,Standard
10-04-2024 08:00,"115, 120, 110, 130",105,0,3,19,Standard
20-04-2024 10:00,"115, 120, 110, 130",80,0,1,12,Standard
26-04-2024 08:00,"130, 135, 125, 145",123,0,3,6,Pro
01-04-2024 09:00,"115, 120, 110, 130",80,0,1,16,Standard
11-04-2024 10:00,"130, 135, 125, 145",87,0,1,13,Pro
19-04-2024 09:00,"125, 130, 120, 140",143,Conference,3,6,Pro
24-04-2024 08:00,"110, 115, 105, 120",99,0,3,17,Standard
19-04-2024 09:00,"125, 130, 120, 140",150,Concert,3,2,Pro
09-04-2024 13:00,"125, 130, 120, 140",164,0,3,2,Pro
16-04-2024 12:00,"125, 130, 120, 140",180,Conference,4,4,Pro
23-04-2024 09:00,"115, 120, 110, 130",88,0,3,14,Standard
21-04-2024 09:00,"110, 115, 105, 120",107,0,4,13,Standard
24-04-2024 12:00,"125, 130, 120, 140",165,Marathon,1,6,Standard
30-04-2024 12:00,"120, 125, 115, 130",119,0,3,18,Standard
01-04-2024 15:00,"130, 135, 125, 145",165,0,2,15,Standard
23-04-2024 11:00,"110, 115, 105, 120",109,0,1,13,Standard
21-04-2024 13:00,"120, 125, 115, 130",155,0,4,4,Pro
19-04-2024 09:00,"110, 115, 105, 120",107,0,3,11,Standard
05-04-2024 10:00,"110, 115, 105, 120",119,0,3,16,Standard
17-04-2024 08:00,"115, 120, 110, 130",80,0,3,16,Standard
04-04-2024 08:00,"120, 125, 115, 130",159,0,1,15,Standard
02-04-2024 12:45,"125, 130, 120, 140",138,0,4,3,Pro
16-04-2024 12:00,"120, 125, 115, 130",130,Marathon,4,3,Pro
27-04-2024 09:00,"125, 130, 120, 140",83,Concert,2,8,Pro
15-04-2024 11:30,"125, 130, 120, 140",143,Conference,4,2,Pro
21-04-2024 13:00,"125, 130, 120, 140",92,0,4,16,Standard
07-04-2024 09:00,"130, 135, 125, 145",166,0,4,9,Pro
26-04-2024 08:00,"130, 135, 125, 145",151,Marathon,4,2,Pro
30-04-2024 08:00,"110, 115, 105, 120",102,0,1,16,Standard
05-04-2024 12:00,"115, 120, 110, 130",123,0,3,16,Standard
06-04-2024 12:00,"125, 130, 120, 140",152,Marathon,2,2,Pro
01-04-2024 12:00,"110, 115, 105, 120",162,Business convention,3,5,Pro
13-04-2024 09:00,"125, 130, 120, 140",132,Marathon,2,2,Pro
14-04-2024 08:00,"125, 130, 120, 140",137,Marathon,4,2,Pro
12-04-2024 12:00,"120, 125, 115, 130",123,0,1,14,Standard
20-04-2024 10:00,"120, 125, 115, 135",140,Marathon,3,8,Standard
05-04-2024 12:00,"125, 130, 120, 140",111,Concert,4,2,Pro
10-04-2024 12:00,"115, 120, 110, 130",90,0,3,13,Standard
23-04-2024 09:00,"110, 115, 105, 120",80,0,4,15,Standard
28-04-2024 10:00,"120, 125, 115, 130",131,Marathon,3,4,Pro
04-04-2024 11:00,"130, 135, 120, 125",108,0,3,5,Pro
26-04-2024 10:00,"125, 130, 120, 140",154,Conference,3,4,Pro
28-04-2024 08:00,"115, 120, 110, 130",109,0,1,14,Standard
16-04-2024 10:00,"120, 125, 115, 130",167,0,1,13,Standard
17-04-2024 08:00,"115, 120, 110, 130",80,0,3,20,Standard
21-04-2024 09:00,"130, 135, 125, 145",144,0,3,3,Pro
26-04-2024 12:00,"120, 125, 115, 130",111,0,3,17,Standard
07-04-2024 11:00,"120, 125, 115, 130",99,0,4,16,Standard
20-04-2024 12:00,"110, 115, 105, 120",149,0,2,4,Pro
29-04-2024 08:00,"110, 115, 105, 120",110,0,3,20,Standard
26-04-2024 12:00,"125, 130, 120, 140",152,Marathon,3,2,Pro
13-04-2024 09:00,"115, 120, 110, 130",133,0,3,16,Pro
02-04-2024 12:45,"130, 135, 125, 145",151,Concert,4,2,Pro
22-04-2024 12:00,"115, 120, 110, 130",80,0,3,17,Standard
08-04-2024 10:00,"125, 130, 120, 140",174,Food festival,1,5,Pro
01-04-2024 09:00,"115, 120, 110, 130",91,0,2,16,Standard
28-04-2024 12:00,"115, 120, 110, 130",88,0,3,15,Standard
26-04-2024 12:00,"125, 130, 120, 140",138,Business convention,3,6,Pro
26-04-2024 10:00,"130, 135, 125, 145",153,Marathon,3,4,Pro
01-04-2024 09:00,"120, 125, 115, 130",81,0,1,18,Standard
21-04-2024 11:30,"120, 125, 115, 130",117,0,2,11,Standard
22-04-2024 12:00,"115, 120, 110, 130",104,0,1,12,Standard
13-04-2024 09:00,"115, 120, 110, 130",90,0,4,16,Standard
20-04-2024 10:00,"115, 120, 110, 130",98,0,3,14,Standard
23-04-2024 09:00,"130, 135, 125, 145",166,Conference,3,5,Pro
24-04-2024 08:00,"115, 120, 110, 130",93,0,3,12,Standard
26-04-2024 12:00,"125, 130, 120, 140",159,Marathon,3,3,Pro
10-04-2024 08:00,"115, 120, 110, 130",103,0,3,17,Standard
06-04-2024 12:00,"125, 130, 120, 140",140,0,2,2,Pro
02-04-2024 08:00,"120, 125, 115, 130",120,0,4,5,Pro
04-04-2024 09:30,"115, 120, 110, 130",102,0,3,13,Standard
24-04-2024 10:00,"120, 125, 115, 130",94,0,4,4,Standard
15-04-2024 13:00,"125, 130, 120, 140",126,0,3,14,Standard
13-04-2024 09:00,"130, 135, 125, 145",180,Marathon,2,5,Pro
17-04-2024 08:00,"120, 125, 115, 135",165,0,3,17,Standard
25-04-2024 11:00,"120, 125, 115, 130",84,0,2,14,Standard
15-04-2024 09:00,"110, 115, 105, 120",97,0,3,15,Standard
08-04-2024 08:00,"130, 135, 125, 145",167,Business convention,2,7,Pro
21-04-2024 09:00,"130, 135, 125, 145",106,0,1,16,Standard
11-04-2024 10:00,"110, 115, 105, 120",100,0,4,15,Pro
09-04-2024 13:00,"130, 135, 125, 145",138,0,4,12,Pro
20-04-2024 08:00,"110, 115, 105, 120",87,0,1,16,Standard
08-04-2024 10:00,"130, 135, 125, 145",174,Marathon,3,3,Pro
14-04-2024 10:00,"120, 125, 115, 130",96,0,3,14,Standard
07-04-2024 09:00,"115, 120, 110, 130",80,0,1,20,Standard
11-04-2024 10:00,"115, 120, 110, 130",80,0,2,13,Standard
14-04-2024 08:00,"120, 125, 115, 130",151,0,3,5,Pro
20-04-2024 08:00,"125, 130, 120, 140",149,0,3,3,Standard
29-04-2024 12:00,"115, 120, 110, 130",103,0,1,16,Standard
04-04-2024 11:00,"120, 125, 115, 130",158,0,3,12,Standard
01-04-2024 09:00,"110, 115, 105, 120",109,0,3,16,Standard
10-04-2024 10:00,"125, 130, 120, 140",171,Marathon,3,12,Pro
03-04-2024 14:00,"125, 130, 120, 140",114,Conference,3,4,Pro
01-04-2024 12:00,"130, 135, 125, 145",128,Conference,3,4,Pro
09-04-2024 13:00,"115, 120, 110, 130",113,0,1,15,Standard
05-04-2024 12:00,"125, 130, 120, 140",149,Marathon,3,4,Pro
05-04-2024 12:00,"110, 115, 105, 120",92,0,2,8,Standard
13-04-2024 09:00,"125, 130, 120, 140",98,0,2,4,Pro
03-04-2024 09:00,"125, 130, 120, 140",121,Marathon,1,2,Pro
17-04-2024 12:00,"130, 135, 125, 145",180,0,3,5,Pro
16-04-2024 08:00,"120, 125, 115, 130",103,Marathon,3,2,Standard
03-04-2024 14:00,"120, 125, 115, 130",142,Conference,3,4,Pro
02-04-2024 08:00,"120, 125, 115, 130",83,0,3,8,Pro
17-04-2024 08:00,"115, 120, 110, 130",96,0,3,17,Standard
29-04-2024 12:00,"125, 130, 120, 140",146,Marathon,4,2,Pro
07-04-2024 09:00,"120, 125, 115, 130",109,0,2,4,Pro
16-04-2024 08:00,"120, 125, 115, 130",90,0,2,19,Standard
21-04-2024 09:00,"115, 120, 110, 130",91,0,3,12,Standard
26-04-2024 12:00,"110, 115, 105, 120",83,0,1,17,Standard
12-04-2024 08:00,"130, 135, 125, 145",145,0,4,13,Standard
29-04-2024 08:00,"115, 120, 110, 130",94,0,3,17,Standard
23-04-2024 12:30,"120, 125, 115, 130",137,Conference,1,6,Pro
22-04-2024 10:00,"130, 135, 125, 145",180,Marathon,3,5,Pro
25-04-2024 09:00,"130, 135, 125, 145",138,0,3,16,Standard
19-04-2024 09:00,"120, 125, 115, 130",136,0,3,6,Pro
17-04-2024 12:00,"130, 135, 125, 145",80,0,2,13,Standard
11-04-2024 12:00,"125, 130, 120, 140",91,Food festival,3,4,Pro
26-04-2024 08:00,"130, 135, 125, 145",139,Marathon,3,4,Pro
20-04-2024 08:00,"120, 125, 115, 130",130,Conference,1,3,Pro
30-04-2024 08:00,"115, 120, 110, 130",86,0,2,19,Standard
03-04-2024 11:30,"130, 135, 125, 145",165,Marathon,3,4,Pro
01-04-2024 12:00,"125, 130, 120, 140",153,Concert,3,2,Pro
26-04-2024 08:00,"115, 120, 110, 130",113,0,2,14,Standard
13-04-2024 09:00,"115, 120, 110, 130",93,0,1,11,Standard
17-04-2024 10:00,"130, 135, 125, 145",154,Marathon,2,3,Pro
22-04-2024 12:00,"130, 135, 125, 145",155,0,3,3,Pro
14-04-2024 08:00,"130, 135, 125, 145",125,Marathon,4,3,Pro
23-04-2024 12:30,"120, 125, 115, 130",161,Concert,4,2,Pro
10-04-2024 10:00,"125, 130, 120, 140",141,0,2,14,Pro
28-04-2024 08:00,"130, 135, 120, 125",154,0,4,13,Pro
26-04-2024 12:00,"125, 130, 120, 140",161,Food festival,3,6,Pro
04-04-2024 11:00,"110, 115, 105, 120",102,0,3,14,Standard
23-04-2024 11:00,"130, 135, 125, 145",164,Concert,3,14,Pro
24-04-2024 08:00,"115, 120, 110, 130",114,0,3,15,Standard
20-04-2024 08:00,"130, 135, 125, 145",160,0,3,4,Pro
08-04-2024 08:00,"115, 120, 110, 130",92,0,3,12,Standard
18-04-2024 08:00,"120, 125, 115, 130",113,0,3,17,Standard
02-04-2024 08:00,"130, 135, 125, 145",135,0,2,3,Pro
13-04-2024 09:00,"125, 130, 120, 140",153,0,4,3,Pro
02-04-2024 08:00,"125, 130, 120, 140",145,Marathon,4,5,Pro
28-04-2024 10:00,"120, 125, 115, 130",80,0,1,15,Pro
26-04-2024 12:00,"125, 130, 120, 140",169,Marathon,3,3,Pro
01-04-2024 09:00,"130, 135, 125, 145",124,0,3,15,Standard
29-04-2024 08:00,"115, 120, 110, 130",167,0,3,12,Pro
19-04-2024 09:00,"125, 130, 120, 140",155,Business convention,1,5,Pro
21-04-2024 11:30,"125, 130, 120, 140",141,Marathon,2,4,Pro
20-04-2024 08:00,"130, 135, 120, 125",157,Concert,2,4,Pro
06-04-2024 08:00,"110, 115, 105, 120",83,0,3,12,Standard
04-04-2024 11:00,"110, 115, 105, 120",115,0,3,15,Standard
19-04-2024 09:00,"125, 130, 120, 140",154,Concert,3,4,Pro
08-04-2024 12:00,"125, 130, 120, 140",135,0,3,5,Standard
18-04-2024 12:00,"115, 120, 110, 130",84,0,1,14,Standard
17-04-2024 12:00,"130, 135, 125, 145",152,Marathon,2,2,Pro
20-04-2024 10:00,"120, 125, 115, 135",100,0,3,11,Standard
26-04-2024 12:00,"130, 135, 125, 145",80,0,3,17,Standard
01-04-2024 12:00,"125, 130, 120, 140",150,Concert,2,7,Pro
20-04-2024 10:00,"115, 120, 110, 130",111,0,3,13,Standard
02-04-2024 10:30,"130, 135, 120, 125",101,0,3,13,Standard
09-04-2024 11:30,"120, 125, 115, 130",136,0,4,17,Standard
04-04-2024 09:30,"125, 130, 120, 140",159,0,4,6,Pro
19-04-2024 11:00,"125, 130, 120, 140",137,Conference,3,3,Pro
14-04-2024 10:00,"115, 120, 110, 130",100,0,2,12,Standard
04-04-2024 08:00,"115, 120, 110, 130",86,0,3,15,Standard
27-04-2024 13:00,"125, 130, 120, 140",149,Concert,3,12,Standard
11-04-2024 12:00,"120, 125, 115, 130",159,Food festival,2,3,Pro
01-04-2024 12:00,"125, 130, 120, 140",156,0,4,12,Pro
30-04-2024 10:00,"110, 115, 105, 120",156,0,2,10,Pro
22-04-2024 12:00,"130, 135, 125, 145",119,Conference,3,4,Pro
18-04-2024 08:00,"110, 115, 105, 120",106,0,3,14,Standard
02-04-2024 10:30,"130, 135, 125, 145",150,Marathon,3,7,Pro
22-04-2024 08:00,"130, 135, 125, 145",110,0,3,16,Pro
29-04-2024 12:00,"130, 135, 125, 145",161,Marathon,3,7,Pro
24-04-2024 08:00,"115, 120, 110, 130",128,0,1,18,Standard
01-04-2024 09:00,"115, 120, 110, 130",83,0,3,16,Pro
05-04-2024 10:00,"120, 125, 115, 130",104,0,3,15,Standard
20-04-2024 10:00,"110, 115, 105, 120",146,0,3,16,Standard
27-04-2024 09:00,"110, 115, 105, 120",80,0,3,16,Standard
17-04-2024 12:00,"130, 135, 125, 145",91,0,4,12,Standard
09-04-2024 11:30,"115, 120, 110, 130",110,0,1,12,Standard
18-04-2024 10:00,"115, 120, 110, 130",80,0,3,9,Standard
19-04-2024 09:00,"120, 125, 115, 130",135,Conference,3,7,Pro
21-04-2024 13:00,"120, 125, 115, 130",136,Marathon,3,13,Standard
16-04-2024 12:00,"125, 130, 120, 140",136,Concert,2,2,Pro
29-04-2024 12:00,"130, 135, 125, 145",139,Marathon,4,5,Pro
10-04-2024 12:00,"115, 120, 110, 130",134,0,4,11,Standard
19-04-2024 11:00,"115, 120, 110, 130",109,0,1,14,Standard
03-04-2024 11:30,"110, 115, 105, 120",94,0,1,12,Standard
29-04-2024 12:00,"125, 130, 120, 140",125,0,3,10,Standard
19-04-2024 11:00,"130, 135, 125, 145",171,0,3,6,Pro
05-04-2024 10:00,"110, 115, 105, 120",97,0,1,14,Standard
07-04-2024 11:00,"110, 115, 105, 120",108,0,3,13,Standard
04-04-2024 11:00,"130, 135, 125, 145",179,Marathon,2,5,Pro
22-04-2024 08:00,"115, 120, 110, 130",119,0,3,17,Standard
10-04-2024 08:00,"115, 120, 110, 130",87,0,3,15,Standard
28-04-2024 08:00,"115, 120, 110, 130",101,0,2,17,Standard
19-04-2024 11:00,"130, 135, 125, 145",119,0,4,5,Pro
30-04-2024 08:00,"125, 130, 120, 140",138,Marathon,4,5,Pro
14-04-2024 10:00,"115, 120, 110, 130",104,0,3,15,Standard
02-04-2024 12:45,"110, 115, 105, 120",82,0,1,17,Standard
19-04-2024 11:00,"115, 120, 110, 130",80,0,3,17,Standard
29-04-2024 10:00,"120, 125, 115, 130",138,Food festival,3,4,Pro
02-04-2024 08:00,"115, 120, 110, 130",97,0,3,17,Standard
22-04-2024 12:00,"115, 120, 110, 130",118,0,1,20,Standard
11-04-2024 10:00,"125, 130, 120, 140",153,Marathon,4,5,Pro
09-04-2024 13:00,"110, 115, 105, 120",119,Food festival,3,14,Standard
17-04-2024 12:00,"120, 125, 115, 135",122,0,3,16,Standard
16-04-2024 08:00,"115, 120, 110, 130",102,0,3,10,Standard
19-04-2024 09:00,"130, 135, 125, 145",135,Marathon,4,2,Pro
28-04-2024 12:00,"125, 130, 120, 140",138,Marathon,4,5,Pro
28-04-2024 08:00,"110, 115, 105, 120",111,0,3,13,Standard
22-04-2024 12:00,"125, 130, 120, 140",128,0,2,8,Pro
29-04-2024 10:00,"125, 130, 120, 140",152,Marathon,3,2,Pro
19-04-2024 09:00,"115, 120, 110, 130",106,0,3,11,Standard
05-04-2024 10:00,"115, 120, 110, 130",90,0,3,17,Standard
30-04-2024 10:00,"115, 120, 110, 130",90,0,3,19,Standard
22-04-2024 10:00,"130, 135, 125, 145",117,0,3,13,Pro
20-04-2024 10:00,"115, 120, 110, 130",104,0,3,12,Standard
23-04-2024 09:00,"115, 120, 110, 130",82,0,3,12,Standard
18-04-2024 12:00,"110, 115, 105, 120",127,0,3,17,Standard
26-04-2024 08:00,"110, 115, 105, 120",85,0,3,5,Pro
14-04-2024 12:00,"125, 130, 120, 140",139,Marathon,3,16,Pro
30-04-2024 08:00,"120, 125, 115, 130",80,0,4,11,Standard
06-04-2024 08:00,"110, 115, 105, 120",91,0,3,12,Standard
14-04-2024 08:00,"110, 115, 105, 120",89,0,3,13,Standard
22-04-2024 12:00,"125, 130, 120, 140",153,Conference,3,2,Standard
10-04-2024 12:00,"110, 115, 105, 120",100,0,3,19,Standard
07-04-2024 09:00,"130, 135, 125, 145",86,0,3,2,Pro
20-04-2024 10:00,"120, 125, 115, 135",102,0,3,10,Standard
25-04-2024 09:00,"110, 115, 105, 120",96,0,3,11,Standard
27-04-2024 09:00,"110, 115, 105, 120",94,0,2,15,Standard
18-04-2024 08:00,"125, 130, 120, 140",93,0,2,11,Standard
26-04-2024 10:00,"110, 115, 105, 120",138,0,3,5,Pro
02-04-2024 12:45,"115, 120, 110, 130",108,0,1,12,Standard
18-04-2024 08:00,"125, 130, 120, 140",178,Concert,3,2,Pro
24-04-2024 10:00,"110, 115, 105, 120",120,0,4,17,Standard
04-04-2024 11:00,"115, 120, 110, 130",101,0,1,13,Standard
22-04-2024 12:00,"130, 135, 125, 145",145,Conference,3,2,Pro
21-04-2024 11:30,"120, 125, 115, 130",174,0,4,14,Pro
19-04-2024 09:00,"125, 130, 120, 140",113,Marathon,3,6,Pro
05-04-2024 12:00,"130, 135, 125, 145",153,Food festival,4,3,Pro
01-04-2024 12:00,"125, 130, 120, 140",98,Conference,3,5,Pro
22-04-2024 12:00,"130, 135, 125, 145",176,Concert,3,2,Pro
26-04-2024 08:00,"130, 135, 125, 145",119,Food festival,2,13,Standard
14-04-2024 10:00,"125, 130, 120, 140",146,0,3,2,Pro
17-04-2024 08:00,"130, 135, 125, 145",111,0,3,14,Standard
16-04-2024 08:00,"115, 120, 110, 130",81,0,1,15,Standard
09-04-2024 09:00,"120, 125, 115, 130",135,Food festival,3,15,Pro
28-04-2024 08:00,"115, 120, 110, 130",98,0,1,16,Standard
23-04-2024 12:30,"125, 130, 120, 140",174,Marathon,3,4,Pro
05-04-2024 10:00,"130, 135, 125, 145",122,Conference,3,4,Pro
18-04-2024 08:00,"125, 130, 120, 140",157,Concert,4,5,Pro
08-04-2024 12:00,"130, 135, 120, 125",101,0,3,16,Pro
13-04-2024 09:00,"130, 135, 125, 145",170,0,2,2,Pro
30-04-2024 08:00,"130, 135, 125, 145",180,0,3,9,Pro
01-04-2024 12:00,"130, 135, 125, 145",180,0,2,16,Pro
22-04-2024 12:00,"130, 135, 125, 145",144,Food festival,2,2,Pro
20-04-2024 08:00,"120, 125, 115, 130",122,0,4,15,Pro
17-04-2024 10:00,"120, 125, 115, 130",129,0,3,2,Standard
12-04-2024 12:00,"125, 130, 120, 140",155,Food festival,2,7,Pro
08-04-2024 08:00,"120, 125, 115, 130",112,0,4,4,Standard
02-04-2024 08:00,"120, 125, 115, 130",104,0,3,14,Standard
22-04-2024 08:00,"110, 115, 105, 120",80,0,2,15,Standard
05-04-2024 12:00,"120, 125, 115, 130",125,0,3,14,Standard
20-04-2024 10:00,"110, 115, 105, 120",80,0,4,15,Standard
20-04-2024 10:00,"115, 120, 110, 130",133,0,3,16,Standard
03-04-2024 09:00,"130, 135, 125, 145",152,Marathon,4,4,Pro
13-04-2024 11:00,"115, 120, 110, 130",80,0,2,4,Standard
09-04-2024 09:00,"125, 130, 120, 140",153,Marathon,3,5,Pro
02-04-2024 08:00,"115, 120, 110, 130",86,0,1,14,Standard
29-04-2024 12:00,"130, 135, 125, 145",117,Concert,2,2,Pro
29-04-2024 08:00,"120, 125, 115, 130",84,0,2,13,Standard
05-04-2024 12:00,"120, 125, 115, 130",113,0,2,16,Standard
18-04-2024 12:00,"115, 120, 110, 130",106,0,2,13,Standard
14-04-2024 08:00,"125, 130, 120, 140",119,Marathon,4,2,Pro
25-04-2024 11:00,"120, 125, 115, 130",131,0,2,4,Pro
29-04-2024 12:00,"115, 120, 110, 130",114,0,3,14,Standard
23-04-2024 09:00,"110, 115, 105, 120",146,0,3,6,Standard
21-04-2024 11:30,"120, 125, 115, 130",129,0,3,14,Standard
29-04-2024 10:00,"115, 120, 110, 130",120,0,3,15,Standard
23-04-2024 12:30,"125, 130, 120, 140",155,Concert,3,7,Standard
17-04-2024 12:00,"125, 130, 120, 140",109,0,2,4,Pro
22-04-2024 10:00,"130, 135, 125, 145",157,Food festival,4,2,Pro
22-04-2024 10:00,"125, 130, 120, 140",139,Concert,3,7,Pro
08-04-2024 10:00,"120, 125, 115, 130",98,0,4,17,Standard
05-04-2024 10:00,"125, 130, 120, 140",126,0,4,5,Pro
12-04-2024 10:00,"110, 115, 105, 120",92,0,4,15,Standard
09-04-2024 11:30,"130, 135, 125, 145",91,0,1,9,Pro
26-04-2024 12:00,"130, 135, 125, 145",120,0,3,3,Pro
03-04-2024 14:00,"125, 130, 120, 140",141,0,4,3,Pro
29-04-2024 12:00,"125, 130, 120, 140",174,Conference,4,2,Pro
13-04-2024 09:00,"130, 135, 125, 145",153,Concert,3,2,Pro
01-04-2024 12:00,"125, 130, 120, 140",142,0,2,4,Pro
07-04-2024 09:00,"115, 120, 110, 130",122,0,3,12,Standard
04-04-2024 11:00,"115, 120, 110, 130",114,0,3,14,Standard
29-04-2024 12:00,"125, 130, 120, 140",155,Marathon,3,6,Pro
05-04-2024 12:00,"125, 130, 120, 140",141,Food festival,3,3,Pro
01-04-2024 15:00,"115, 120, 110, 130",104,0,1,17,Standard
29-04-2024 12:00,"115, 120, 110, 130",102,0,3,14,Standard
19-04-2024 09:00,"115, 120, 110, 130",98,0,4,14,Standard
02-04-2024 08:00,"110, 115, 105, 120",92,0,2,13,Standard
10-04-2024 10:00,"115, 120, 110, 130",102,0,3,14,Standard
28-04-2024 12:00,"125, 130, 120, 140",143,Marathon,4,2,Pro
11-04-2024 10:00,"115, 120, 110, 130",81,0,3,15,Standard
17-04-2024 08:00,"110, 115, 105, 120",83,0,3,13,Standard
08-04-2024 08:00,"120, 125, 115, 135",159,0,4,14,Standard
29-04-2024 10:00,"110, 115, 105, 120",89,0,1,17,Standard
06-04-2024 08:00,"115, 120, 110, 130",95,0,1,13,Standard
04-04-2024 11:00,"115, 120, 110, 130",102,0,1,17,Standard
18-04-2024 10:00,"130, 135, 125, 145",159,Marathon,2,2,Pro
21-04-2024 09:00,"110, 115, 105, 120",122,0,4,13,Standard
14-04-2024 12:00,"115, 120, 110, 130",138,0,3,12,Standard
27-04-2024 11:30,"120, 125, 115, 130",149,0,2,2,Standard
24-04-2024 08:00,"120, 125, 115, 135",114,0,3,14,Pro
11-04-2024 10:00,"130, 135, 125, 145",165,Marathon,3,4,Pro
11-04-2024 08:00,"130, 135, 125, 145",113,0,2,2,Pro
18-04-2024 12:00,"115, 120, 110, 130",96,0,2,17,Standard
01-04-2024 12:00,"125, 130, 120, 140",113,Marathon,2,2,Pro
27-04-2024 11:30,"115, 120, 110, 130",131,0,2,16,Standard
01-04-2024 15:00,"125, 130, 120, 140",163,0,3,12,Pro
01-04-2024 12:00,"130, 135, 125, 145",158,Marathon,3,6,Pro
27-04-2024 13:00,"125, 130, 120, 140",144,Marathon,4,2,Pro
11-04-2024 08:00,"115, 120, 110, 130",94,0,3,13,Standard
07-04-2024 11:00,"125, 130, 120, 140",122,0,3,20,Standard
04-04-2024 11:00,"120, 125, 115, 130",89,0,4,15,Standard
18-04-2024 08:00,"115, 120, 110, 130",163,0,3,18,Pro
06-04-2024 08:00,"125, 130, 120, 140",152,0,4,13,Pro
15-04-2024 09:00,"125, 130, 120, 140",117,Food festival,3,15,Pro
22-04-2024 12:00,"120, 125, 115, 135",147,0,3,4,Pro
28-04-2024 08:00,"130, 135, 125, 145",149,0,3,6,Pro
28-04-2024 08:00,"115, 120, 110, 130",80,0,1,15,Standard
21-04-2024 09:00,"115, 120, 110, 130",104,0,2,15,Standard
17-04-2024 08:00,"125, 130, 120, 140",142,0,3,4,Pro
03-04-2024 14:00,"125, 130, 120, 140",154,Marathon,2,6,Pro
06-04-2024 12:00,"110, 115, 105, 120",80,0,1,16,Standard
17-04-2024 08:00,"120, 125, 115, 130",130,0,3,16,Standard
01-04-2024 12:00,"125, 130, 120, 140",174,Concert,2,7,Pro
14-04-2024 12:00,"125, 130, 120, 140",120,0,4,17,Pro
14-04-2024 12:00,"130, 135, 125, 145",145,Marathon,4,4,Pro
04-04-2024 11:00,"115, 120, 110, 130",83,0,3,10,Standard
15-04-2024 11:30,"130, 135, 125, 145",145,0,1,14,Standard
29-04-2024 08:00,"125, 130, 120, 140",138,0,3,5,Pro
14-04-2024 08:00,"125, 130, 120, 140",164,Concert,2,2,Pro
10-04-2024 12:00,"130, 135, 125, 145",151,Concert,2,4,Pro
30-04-2024 10:00,"115, 120, 110, 130",106,0,3,14,Standard
13-04-2024 11:00,"125, 130, 120, 140",108,0,2,14,Standard
30-04-2024 08:00,"115, 120, 110, 130",144,0,2,17,Standard
01-04-2024 15:00,"115, 120, 110, 130",95,0,1,10,Pro
24-04-2024 10:00,"110, 115, 105, 120",98,0,3,14,Standard
14-04-2024 08:00,"110, 115, 105, 120",133,0,2,17,Standard
30-04-2024 08:00,"125, 130, 120, 140",172,0,3,15,Pro
16-04-2024 12:00,"120, 125, 115, 130",139,0,3,3,Pro
27-04-2024 13:00,"120, 125, 115, 130",84,0,4,14,Standard
06-04-2024 12:00,"125, 130, 120, 140",154,Concert,3,4,Pro
02-04-2024 08:00,"130, 135, 125, 145",150,0,4,2,Pro
05-04-2024 12:00,"125, 130, 120, 140",149,Marathon,4,9,Pro
28-04-2024 08:00,"120, 125, 115, 130",80,0,1,14,Pro
21-04-2024 09:00,"125, 130, 120, 140",169,Marathon,2,3,Pro
03-04-2024 11:30,"120, 125, 115, 130",80,0,3,11,Standard
07-04-2024 09:00,"120, 125, 115, 130",90,0,3,17,Standard
27-04-2024 09:00,"115, 120, 110, 130",96,0,1,12,Standard
17-04-2024 08:00,"115, 120, 110, 130",80,0,1,15,Standard
16-04-2024 12:00,"125, 130, 120, 140",149,Concert,2,2,Pro
28-04-2024 08:00,"115, 120, 110, 130",126,0,3,17,Standard
01-04-2024 09:00,"120, 125, 115, 130",80,0,3,10,Standard
25-04-2024 09:00,"130, 135, 125, 145",159,Conference,3,2,Pro
30-04-2024 12:00,"120, 125, 115, 135",156,Conference,2,4,Pro
13-04-2024 09:00,"125, 130, 120, 140",127,Marathon,4,2,Pro
03-04-2024 14:00,"130, 135, 125, 145",175,0,3,5,Pro
07-04-2024 11:00,"120, 125, 115, 130",88,0,1,2,Pro
